epoch, avg_loss, avg_vloss, avg_acc
98, 0.26371096106285746, 1.4600379959396694, 0.6685981750488281
99, 0.2730631205312749, 1.4755733136249625, 0.6565397381782532
100, 0.2508836326763985, 1.4433847562126492, 0.6693974137306213
101, 0.2597812567936613, 1.4949026004127834, 0.6564498543739319
102, 0.25204634238430795, 1.436120145994684, 0.6752617359161377
103, 0.23918044376880565, 1.4626369541106017, 0.6714853644371033
104, 0.2569297851717218, 1.4266795127288154, 0.6702964901924133
105, 0.2384365996781816, 1.4966167418853096, 0.6626538634300232
106, 0.24047789516601156, 1.5169746733230094, 0.6578984260559082
107, 0.2364378734788996, 1.412496803895287, 0.6696171760559082
108, 0.24702261324892652, 1.5391051186167675, 0.6562000513076782
109, 0.2515218936382456, 1.457862366800723, 0.6715652942657471
110, 0.2055567482367475, 1.4331161567698354, 0.6680886149406433
111, 0.24058762382953724, 1.5379223395948824, 0.651524543762207
112, 0.23345707198406787, 1.5204412405905516, 0.6598465442657471
113, 0.2510878245564217, 1.5112676387247832, 0.6604060530662537
114, 0.25122808696741755, 1.4615515029948691, 0.6678688526153564
115, 0.23839032237834118, 1.5373405185730562, 0.652373731136322
116, 0.23035877261390078, 1.482427594454392, 0.6647318601608276
117, 0.22214619894611073, 1.5537175406580386, 0.6516444087028503
118, 0.23181976631600806, 1.5155451271844946, 0.652713418006897
119, 0.23754976467883332, 1.4631573791089265, 0.6626438498497009
120, 0.2507238413425202, 1.5486310253972593, 0.6522438526153564
121, 0.25287887136986914, 1.486888788316561, 0.6647318601608276
122, 0.24447275127502197, 1.521849180045335, 0.6570892333984375
123, 0.23009783933137326, 1.5850306762301403, 0.6486772894859314
124, 0.24100071223492317, 1.4797143288280652, 0.6585777401924133
125, 0.21910255624258773, 1.50487909887148, 0.6531729698181152
126, 0.24693892927879982, 1.6151464711064878, 0.6472686529159546
127, 0.1982296659274304, 1.5534249608931334, 0.650165855884552
128, 0.23272781803252848, 1.5213979301245317, 0.6635429859161377
129, 0.21685952827968497, 1.5427108627298605, 0.6501558423042297
130, 0.2434483086492153, 1.5246716413808905, 0.6530930399894714
131, 0.22043426239744146, 1.515011296324108, 0.6500359773635864
132, 0.23521636743494806, 1.5175372401009435, 0.6632033586502075
133, 0.23105187254383208, 1.5977804790372434, 0.6525036096572876
134, 0.20832791654987537, 1.5843083392018857, 0.6398457884788513
135, 0.21174116718008162, 1.535366751577543, 0.6513447165489197
136, 0.19745096833781994, 1.594415615434232, 0.6442115902900696
137, 0.21966205141011705, 1.5205600559711456, 0.6647718548774719
138, 0.21956467454103715, 1.5074039257091025, 0.6570892333984375
139, 0.21509185465092354, 1.5353953786518262, 0.6637527942657471
140, 0.22214013718544168, 1.6424351243869117, 0.647108793258667
141, 0.2157791364700236, 1.531627858462541, 0.6572190523147583
142, 0.21591618340066138, 1.554492325886436, 0.6587476134300232
143, 0.22717092471553924, 1.6730607009452323, 0.6319433450698853
144, 0.22938327887590895, 1.5744508103184078, 0.6470188498497009
145, 0.21366628592318676, 1.5370696225891942, 0.6582280993461609
146, 0.22185398638248444, 1.5827619705511176, 0.6508851647377014
147, 0.2147325003083716, 1.59731012194053, 0.6522438526153564
148, 0.2112942227023713, 1.5483845951764479, 0.656190037727356
149, 0.19516834363024285, 1.5614049240298893, 0.6587775945663452
