epoch, avg_loss, avg_vloss, avg_acc
0, 4.464363082926324, 3.1241343021392822, 0.3551390767097473
1, 2.9742419009513044, 2.23957155580106, 0.5257852673530579
2, 2.2103725063039903, 1.8197981948437898, 0.6009031534194946
3, 1.7666040253131947, 1.4952990814395573, 0.6377577781677246
4, 1.4940967509087095, 1.413262198800626, 0.6478281021118164
5, 1.3007327863510618, 1.2732329174228336, 0.684812605381012
6, 1.150866708856948, 1.2196056071830832, 0.6879895329475403
7, 1.0562593734010737, 1.2527987088846124, 0.6822150945663452
8, 0.9499563194335775, 1.187795833401058, 0.6836736798286438
9, 0.8795474793048615, 1.1031361714653347, 0.7104180455207825
10, 0.8226545668662862, 1.1128611603508825, 0.7090593576431274
11, 0.8075616435801729, 1.0867635322653728, 0.7121562957763672
12, 0.754252036835285, 1.1047762114068735, 0.7065117955207825
13, 0.6998962836062654, 1.1466284465530645, 0.7037444114685059
14, 0.659540260091741, 1.160653100065563, 0.6943234801292419
15, 0.6465722037122604, 1.152583447487458, 0.7005674839019775
16, 0.6817766960631025, 1.2220631002084068, 0.6850224137306213
17, 0.5869944222429966, 1.1461780971806983, 0.6985294818878174
18, 0.5777116817362765, 1.1861476548340009, 0.6918159127235413
19, 0.5463390394728235, 1.1535204707280449, 0.7017063498497009
20, 0.5488137539396895, 1.1329934558142787, 0.7077006697654724
21, 0.5197061211504834, 1.1669315358866816, 0.7009071707725525
22, 0.5421192538230977, 1.212646617837574, 0.6861213445663452
23, 0.5267422110476392, 1.2721462716226992, 0.6764405965805054
24, 0.48627400208026805, 1.2221393222394197, 0.6836637258529663
25, 0.5182434092176721, 1.1779039877912272, 0.6980199813842773
26, 0.4795789965923796, 1.2114165328119113, 0.6964414119720459
27, 0.5027000878719573, 1.1989156752824783, 0.6870604753494263
28, 0.4541886220587061, 1.1480355295150175, 0.7070212960243225
29, 0.4616609957623989, 1.2355934834998588, 0.6970407962799072
30, 0.43709359524097846, 1.1572532239167586, 0.699668288230896
31, 0.4432318990534924, 1.2137674676335377, 0.6907569169998169
32, 0.4167767325614361, 1.1640789638394895, 0.7098286151885986
33, 0.43064215779304504, 1.2148730042188063, 0.6923254132270813
34, 0.42660897970199585, 1.1851017410340516, 0.7051929831504822
35, 0.4421324723578514, 1.2944422778875933, 0.6801770329475403
36, 0.4297344148793119, 1.2467022317907084, 0.6979299783706665
37, 0.4220157506618094, 1.1902318046144817, 0.7018362283706665
38, 0.381236694911693, 1.2523671634819196, 0.6910566091537476
39, 0.39490991101620043, 1.1809371262788773, 0.7042139172554016
40, 0.42194116242388463, 1.2243581051411836, 0.6975404024124146
41, 0.4030118242223212, 1.2766332807748213, 0.6923753023147583
42, 0.37597590906822936, 1.3333768715029177, 0.6796775460243225
43, 0.3858528993231185, 1.3120530578105345, 0.6770401000976562
44, 0.37055212227588, 1.2037786148164584, 0.701716423034668
45, 0.3489166333320293, 1.2221089212790779, 0.7012468576431274
46, 0.3745680917450722, 1.2095765801875487, 0.6997981667518616
47, 0.35843324914891667, 1.2429897986028506, 0.6976402997970581
48, 0.34720858107221886, 1.2318515421255776, 0.6946631669998169
49, 0.3523214538680746, 1.326059256558833, 0.6832840442657471
50, 0.36261458694934845, 1.2549952741550363, 0.6919457316398621
51, 0.34494633116620654, 1.266442729079205, 0.6915261149406433
52, 0.36895512678521747, 1.2581006696690684, 0.6890185475349426
53, 0.3751103681452731, 1.3333275091388952, 0.6881693601608276
54, 0.35987557280570903, 1.275762529476829, 0.684043288230896
55, 0.3366648982814018, 1.3316187975199327, 0.6802669763565063
56, 0.3408944051950536, 1.2425938695669174, 0.6906669735908508
57, 0.33918398904039504, 1.3221070921939353, 0.674452543258667
58, 0.34515050497460875, 1.3732678015594897, 0.669267475605011
59, 0.33589266494233555, 1.3567265440588412, 0.6716951727867126
60, 0.3286895086156561, 1.26475892248361, 0.6980199813842773
61, 0.315332995450243, 1.2888276434463004, 0.6921156048774719
62, 0.3260105864164677, 1.3194744392581608, 0.6856217980384827
63, 0.30291293751686177, 1.3236499493536742, 0.686171293258667
64, 0.3105668622128507, 1.2990294811518297, 0.6885889768600464
65, 0.3115131912079263, 1.3524926175241885, 0.6813359260559082
66, 0.3392410452695603, 1.3850786996924358, 0.6689677834510803
67, 0.33912203698716264, 1.332698813599089, 0.6766104698181152
68, 0.3051673605086956, 1.355259542879851, 0.6823050379753113
69, 0.3043860200237721, 1.3597877679959587, 0.6759310960769653
70, 0.3403929611469837, 1.4146812467471412, 0.6773397922515869
71, 0.29247539030744674, 1.3399507332107294, 0.6860014796257019
72, 0.3012893906933196, 1.3064984821754952, 0.684982419013977
73, 0.289504552616718, 1.3398061213286028, 0.6752617359161377
74, 0.3061366636068263, 1.3616229956564696, 0.6721048355102539
75, 0.3091761300221403, 1.390732994546061, 0.6716452240943909
76, 0.29333262938134214, 1.3684265082297118, 0.6707960367202759
77, 0.2947118285488575, 1.3930138090382451, 0.6689278483390808
78, 0.28279470953535524, 1.3908680444178374, 0.6715253591537476
79, 0.28803582584604304, 1.3258596891942231, 0.6950927376747131
80, 0.2697999848330275, 1.4348907522533252, 0.6674792170524597
81, 0.3095396417886653, 1.3402837631495104, 0.6816756129264832
82, 0.30899700776059574, 1.3966497105100881, 0.674872100353241
83, 0.2719278299111001, 1.4627668287443079, 0.6612452268600464
84, 0.2706608471084148, 1.3541577302891274, 0.6837936043739319
85, 0.2961497233903154, 1.4199058867019156, 0.671055793762207
86, 0.2763795315268192, 1.43823987375135, 0.6604859232902527
87, 0.27738759460601403, 1.3307244272335716, 0.6860913634300232
88, 0.2899834456595969, 1.4585722101771312, 0.6614649891853333
89, 0.2999496727864793, 1.4502361721318702, 0.6762408018112183
90, 0.2697403370699984, 1.40249474864939, 0.6725743412971497
91, 0.2609242243652648, 1.499566656091939, 0.6556406021118164
92, 0.28618696363682444, 1.4423995601094288, 0.6653213500976562
93, 0.27668489579190597, 1.4217241212077762, 0.6701266765594482
94, 0.2666912063005123, 1.5098244832909626, 0.6563199758529663
95, 0.27275896452842874, 1.409817892572154, 0.677000105381012
96, 0.24204993089462848, 1.4591029208639394, 0.6676890254020691
97, 0.2486262373784755, 1.4556566360204115, 0.6673194169998169
