timestamp,ft_weight,pos_ft_weight,epoch,train_loss,val_loss,val_acc,val_fp
20230818_125227,0.0,0,14,0.7765643154949788,0.705988299125319,0.7705016136169434,2.7697949409484863
20230818_125614,0.05,0,13,0.7939388607926381,0.7025921725353618,0.7661226391792297,2.112684726715088
20230818_130001,0.1,0,14,0.8974673546793516,0.7133302012826227,0.7813495397567749,1.8669624328613281
20230818_130349,0.15000000000000002,0,0,0,0,0,0
20230818_130746,0.2,0,12,0,0.7493807622201883,0.7873208522796631,1.7594298124313354
20230818_131146,0.25,0,0,0,0,0,0
