epoch, avg_loss, avg_vloss, avg_acc, avg_fp, avg_ma, avg_oa
0, 12.859597693098353, 11.010638340659764, 0.06351902335882187, 14.804778099060059, 20.12274169921875, 24.719820022583008
1, 10.579922960159626, 8.518978460975315, 0.1570592224597931, 9.50522518157959, 20.977210998535156, 18.416669845581055
2, 9.003351028929366, 7.72005525879238, 0.23021899163722992, 13.075628280639648, 17.536964416503906, 25.350725173950195
3, 7.639280146740853, 6.2537873879722925, 0.36266186833381653, 11.382272720336914, 16.86773681640625, 24.267494201660156
4, 6.667989335161574, 5.637371068415434, 0.42402294278144836, 11.120694160461426, 15.936161041259766, 24.844419479370117
5, 6.076732544188804, 5.164020875225896, 0.4617467224597931, 10.983635902404785, 15.26226806640625, 25.382783889770508
6, 5.3081806264025095, 4.871727419936138, 0.4940357208251953, 11.542569160461426, 14.116448402404785, 26.989370346069336
7, 4.959360518354051, 4.558078366777171, 0.546535313129425, 11.442035675048828, 13.371773719787598, 27.5823917388916
8, 4.574928126436599, 4.33193478376969, 0.5575447678565979, 11.01266860961914, 13.330782890319824, 27.16718101501465
9, 4.298942023135246, 3.9399842593980874, 0.5989450216293335, 10.110394477844238, 12.97188663482666, 26.59238052368164
10, 4.155201688725898, 4.287550978038622, 0.569433331489563, 10.334439277648926, 13.03312873840332, 26.767074584960938
11, 3.797579024700408, 4.254531056984611, 0.5859574675559998, 9.831622123718262, 12.892233848571777, 26.290512084960938
12, 3.696066678838527, 4.127130324425905, 0.5939797759056091, 11.397348403930664, 11.579423904418945, 29.208961486816406
13, 3.4371142032298634, 3.7951499638350112, 0.6242207884788513, 9.87742805480957, 12.081151962280273, 27.147228240966797
14, 3.0902193657895354, 3.946137793686079, 0.6179667711257935, 10.847346305847168, 11.343339920043945, 28.802989959716797
15, 3.102518837502662, 3.891676257485929, 0.6269281506538391, 9.968910217285156, 11.715693473815918, 27.54286003112793
16, 3.012020821266986, 4.127007831697878, 0.6039102673530579, 10.157958984375, 11.87334156036377, 27.567975997924805
17, 2.932991200305046, 4.109811039074607, 0.615858793258667, 11.108575820922852, 10.796545028686523, 29.580272674560547
18, 2.974770094485993, 3.9093811926634414, 0.637507975101471, 10.501468658447266, 10.73812198638916, 28.961788177490234
19, 2.6773930864131197, 3.620381238667861, 0.6558603644371033, 10.031410217285156, 10.469758987426758, 28.732746124267578
20, 2.7405620432914573, 3.7743086400239365, 0.6459599137306213, 9.651684761047363, 11.030220985412598, 27.77370834350586
21, 2.603937017156723, 3.589370204054791, 0.6623441576957703, 9.416060447692871, 10.62071418762207, 27.961347579956055
22, 2.544523893518651, 3.6542959472407466, 0.6552609801292419, 9.801770210266113, 10.19993782043457, 28.72299575805664
23, 2.500347320069658, 3.651742398738861, 0.6611952781677246, 9.272468566894531, 10.593480110168457, 27.801681518554688
24, 2.4141815824711577, 3.7927156479462334, 0.6594669222831726, 9.42221450805664, 10.621963500976562, 27.86520004272461
25, 2.5449272597089725, 3.8118874948957693, 0.6480778455734253, 9.595369338989258, 10.423473358154297, 28.2285213470459
26, 2.473656192738959, 3.8865415013354756, 0.6498661637306213, 9.435611724853516, 10.415950775146484, 28.048603057861328
27, 2.4183641367770257, 3.7595992114232932, 0.657978355884552, 9.821881294250488, 9.889226913452148, 28.88686752319336
28, 2.4443594191936735, 3.899837544430857, 0.6488970518112183, 9.673593521118164, 10.083889961242676, 28.53152084350586
29, 2.313660814407024, 3.9852841418722402, 0.6456202268600464, 9.66835880279541, 10.239520072937012, 28.34737777709961
30, 2.320272131169096, 3.864131440287051, 0.6629036068916321, 9.476363182067871, 9.744754791259766, 28.61262321472168
31, 2.180241866314665, 3.7020053008328313, 0.6722946166992188, 8.521419525146484, 10.065827369689941, 27.283447265625
32, 2.23584893409242, 3.6857702563638273, 0.6715652942657471, 8.675002098083496, 9.948659896850586, 27.640127182006836
33, 2.2131457937524672, 4.016616650249647, 0.6504955291748047, 8.9248628616333, 10.399426460266113, 27.356857299804688
34, 2.1310041483412396, 3.5909682538198386, 0.6815856695175171, 8.678938865661621, 9.603170394897461, 27.925703048706055
35, 2.0898518359407467, 3.8643031211003014, 0.6628236770629883, 8.451336860656738, 10.238921165466309, 26.997474670410156
36, 2.086116367198051, 3.761623917714409, 0.6744125485420227, 8.554357528686523, 9.86454963684082, 27.467731475830078
37, 2.104398582844024, 3.6258260555889295, 0.6829444169998169, 8.485064506530762, 9.49742317199707, 27.700517654418945
38, 2.131046662939356, 3.970351252866828, 0.6581881642341614, 8.816347122192383, 9.836287498474121, 27.720788955688477
39, 2.032852307279059, 3.680007622293804, 0.6699568629264832, 7.584778785705566, 10.5414400100708, 25.788803100585938
40, 2.068100432132153, 3.5961163458616836, 0.6841732263565063, 7.646799087524414, 9.975423812866211, 26.3461971282959
41, 2.0062506959793414, 3.64863065533016, 0.6889685988426208, 7.998771667480469, 9.531620025634766, 27.084228515625
42, 1.9722793989993157, 3.729871814665587, 0.683114230632782, 8.0496826171875, 9.704264640808105, 27.016164779663086
43, 1.9434338326149798, 3.7092227961706077, 0.6854119896888733, 8.418588638305664, 9.121193885803223, 27.926191329956055
44, 1.924545929787007, 3.763198435306549, 0.673093855381012, 7.9143524169921875, 10.076116561889648, 26.486223220825195
45, 1.981561095156568, 3.803936139396999, 0.6806465983390808, 7.639955520629883, 9.739620208740234, 26.504846572875977
46, 1.8930467671536384, 3.746599334737529, 0.684382975101471, 7.738071918487549, 9.47490406036377, 26.822160720825195
47, 1.946739744632802, 3.7794175238712975, 0.6764506101608276, 7.895330905914307, 9.988690376281738, 26.565149307250977
48, 1.9623820401252585, 3.811120311851087, 0.6784886717796326, 8.257233619689941, 9.576606750488281, 27.221099853515625
49, 1.9189329882885546, 3.85171549346136, 0.6767503023147583, 8.397758483886719, 9.423633575439453, 27.584228515625
50, 1.8594860421850326, 3.9947403202886167, 0.6595867872238159, 7.9140625, 9.93134593963623, 26.503828048706055
51, 1.8865889463018863, 3.682630992454031, 0.6890185475349426, 7.521539688110352, 9.374581336975098, 26.647689819335938
52, 1.8305014295780913, 3.790762300076692, 0.686680793762207, 7.653352737426758, 9.234085083007812, 26.917449951171875
53, 1.7739945929101173, 3.68216574969499, 0.6868106722831726, 7.667159557342529, 9.18305492401123, 26.917919158935547
54, 1.8650744214971016, 3.697443697763526, 0.6865109801292419, 7.8426513671875, 8.947151184082031, 27.37839698791504
55, 1.7915522519578324, 3.7162572741508484, 0.6906769275665283, 7.36633825302124, 9.392983436584473, 26.349594116210938
56, 1.8686783846388473, 4.03838779097018, 0.6612851619720459, 7.931346416473389, 9.961237907409668, 26.335309982299805
57, 1.7604439588303262, 3.858727532884349, 0.6847726106643677, 7.708660125732422, 9.247632026672363, 26.905712127685547
58, 1.7710816454380116, 3.9202941954135895, 0.6739030480384827, 7.542089939117432, 9.6043701171875, 26.276086807250977
59, 1.8409420099664242, 4.028247117996216, 0.6672794222831726, 7.803718566894531, 9.443524360656738, 26.716394424438477
60, 1.8537883276635028, 3.8182114129481106, 0.689568042755127, 8.19681167602539, 8.646879196166992, 27.84362030029297
61, 1.7176433395832142, 3.9609262969182883, 0.6746723651885986, 8.140155792236328, 9.114520072937012, 27.366039276123047
62, 1.740024835505384, 3.7443753934424855, 0.6925052404403687, 7.712515830993652, 8.877657890319824, 27.0403995513916
63, 1.7869316618493263, 4.333297934221185, 0.6467291712760925, 7.79101037979126, 9.944783210754395, 26.09117317199707
64, 1.7108646960968668, 3.8395321369171143, 0.6885490417480469, 7.8801350593566895, 8.698659896850586, 27.450708389282227
65, 1.7114751795504957, 3.8454680203095726, 0.6912763714790344, 7.32282018661499, 9.130365371704102, 26.40937614440918
66, 1.7367796339887254, 3.736815212861351, 0.6933544278144836, 6.986393451690674, 8.98251724243164, 26.234386444091797
67, 1.7241118968801294, 3.8675737899282705, 0.6871103644371033, 7.301180839538574, 9.23904037475586, 26.22472381591797
68, 1.6855410388175478, 3.946931559106578, 0.6809962391853333, 7.550991058349609, 9.134501457214355, 26.55207061767578
69, 1.6778842768770583, 4.03151819239492, 0.6748421788215637, 7.302519798278809, 9.152613639831543, 26.29396629333496
70, 1.7319032511812575, 3.973718454008517, 0.6679188013076782, 7.167399883270264, 9.710028648376465, 25.603471755981445
71, 1.6893608215007376, 4.046113172303075, 0.6696171760559082, 7.304897308349609, 9.319633483886719, 26.092641830444336
72, 1.6839240561140345, 3.9658947949824124, 0.6781889796257019, 7.132483005523682, 9.261428833007812, 25.97265625
73, 1.6833724620494437, 3.859048694372177, 0.6957321166992188, 6.963944911956787, 8.744915008544922, 26.253036499023438
74, 1.7212534534170272, 3.966874678497729, 0.6840932965278625, 7.412364482879639, 8.74103832244873, 26.66779899597168
75, 1.6589259492590072, 3.9337718201720198, 0.6806865334510803, 7.14936637878418, 9.179038047790527, 25.988203048706055
76, 1.661153906203331, 3.8635348366654436, 0.6916061043739319, 6.9156813621521, 8.78164005279541, 26.0996036529541
77, 1.7196382372937304, 3.862377046243004, 0.6920356750488281, 7.071051597595215, 8.704363822937012, 26.341083526611328
78, 1.658524695863115, 4.062480115372201, 0.6837936043739319, 7.088934898376465, 8.97864055633545, 26.07671546936035
79, 1.6547984366721296, 3.798038477483003, 0.7003576755523682, 6.05944299697876, 8.954434394836426, 24.985654830932617
80, 1.686125803501048, 3.871189499678819, 0.6876198649406433, 6.73530387878418, 8.847986221313477, 25.781890869140625
81, 1.6983748420755913, 3.91233877254569, 0.6826546788215637, 6.650455951690674, 9.041240692138672, 25.44672203063965
82, 1.6744236286650314, 3.8357693527055825, 0.6866408586502075, 7.073309898376465, 8.703385353088379, 26.181447982788086
83, 1.654358627948355, 3.9961387722388557, 0.688888669013977, 6.751358985900879, 8.848915100097656, 25.662675857543945
84, 1.523253675470961, 3.892901415410249, 0.6820952296257019, 6.3441901206970215, 9.233796119689941, 24.80982208251953
85, 1.4867082669379863, 3.740116877400357, 0.7004875540733337, 6.340653419494629, 8.745195388793945, 25.39220428466797
86, 1.5975245009077357, 3.9195808664612146, 0.6900375485420227, 6.0463457107543945, 8.991917610168457, 24.727191925048828
87, 1.593125011058564, 3.902723632428957, 0.684982419013977, 6.353401184082031, 9.039921760559082, 25.045007705688477
88, 1.5887032011721998, 3.93241056540738, 0.6889386773109436, 6.29102087020874, 9.212736129760742, 24.829004287719727
89, 1.5875444589777197, 4.138844662386438, 0.6857117414474487, 7.038413047790527, 8.592801094055176, 26.06283950805664
90, 1.5610603068737274, 4.059210290079531, 0.6893981695175171, 6.590163707733154, 9.100004196166992, 25.163774490356445
91, 1.575622818571456, 4.005161712998929, 0.6866408586502075, 6.80961275100708, 9.007792472839355, 25.442996978759766
92, 1.6248575119262045, 4.052358813907789, 0.6879995465278625, 6.779242038726807, 8.536734580993652, 25.845130920410156
93, 1.5459303094985637, 4.10840024507564, 0.6879995465278625, 6.239630222320557, 8.730328559875488, 25.09765625
94, 1.4759431899862085, 3.886833395646966, 0.7070212960243225, 5.881184101104736, 8.607956886291504, 24.8233699798584
95, 1.5361036341241066, 4.164885067421457, 0.6840533018112183, 6.713884353637695, 8.686830520629883, 25.6130313873291
96, 1.5642233148534248, 3.9335171658059824, 0.6951326727867126, 6.280640602111816, 8.608236312866211, 25.205734252929688
97, 1.4598263628939365, 4.0840641260147095, 0.6871503591537476, 6.3699049949646, 8.66445255279541, 25.141803741455078
98, 1.4377896608190333, 4.011672561583311, 0.6871902942657471, 5.781260013580322, 9.216652870178223, 24.071611404418945
99, 1.5449459730310644, 3.871617081372634, 0.7017563581466675, 5.708680152893066, 8.979959487915039, 24.234365463256836
100, 1.465731939102741, 3.80051749167235, 0.7042239904403687, 5.863101482391357, 8.730498313903809, 24.615489959716797
101, 1.416980209502768, 4.03066700178644, 0.6932644844055176, 5.818424701690674, 8.939858436584473, 24.27466583251953
102, 1.4666593810345263, 3.9183971272862474, 0.6967911124229431, 5.944793224334717, 8.352151870727539, 25.008441925048828
103, 1.45703479837864, 4.103811152603315, 0.6856217980384827, 6.046615123748779, 8.60657787322998, 24.78399658203125
104, 1.451065697568528, 4.22005469902702, 0.6704663634300232, 6.776374816894531, 9.19046688079834, 24.93682098388672
105, 1.503667338097349, 4.062350853629734, 0.6786984801292419, 5.881843566894531, 9.344979286193848, 23.961837768554688
106, 1.4762713427239276, 3.8720138928164607, 0.6949628591537476, 5.626718521118164, 8.910176277160645, 24.048433303833008
107, 1.4662520378193957, 4.014287938242373, 0.6846827268600464, 5.33508825302124, 9.124500274658203, 23.55198097229004
108, 1.4027116019675072, 3.9290468537289165, 0.6948829293251038, 5.68876838684082, 8.712276458740234, 24.199508666992188
109, 1.4668314685212804, 4.053129999533944, 0.6857916712760925, 5.9045515060424805, 8.850603103637695, 24.30464744567871
110, 1.450027158919801, 3.8961216522299726, 0.7015465497970581, 5.899866104125977, 8.225713729858398, 24.82431983947754
111, 1.436377243792757, 4.145161211490631, 0.6867706775665283, 5.8747100830078125, 8.765105247497559, 24.31633758544922
112, 1.4812155188398157, 4.063785459684289, 0.6920756101608276, 5.958230018615723, 8.59463882446289, 24.517822265625
113, 1.468249371711244, 4.181858575862387, 0.6828644275665283, 6.366528034210205, 8.635660171508789, 24.87067413330078
114, 1.3736157620206793, 3.9530586703963904, 0.6980199813842773, 5.4545440673828125, 8.659407615661621, 23.884660720825195
115, 1.4592640209705272, 4.066312437472136, 0.6926750540733337, 5.63022518157959, 8.983895301818848, 23.68931770324707
116, 1.5275134888101132, 4.250051612439363, 0.6742827296257019, 6.14398193359375, 8.7786226272583, 24.436033248901367
117, 1.4790733570748187, 3.972857585419779, 0.6939038634300232, 5.966392517089844, 8.408697128295898, 24.58319091796875
118, 1.4391531906229384, 3.966798318469006, 0.6946631669998169, 5.67404317855835, 8.679667472839355, 24.000011444091797
119, 1.3799962160435129, 4.081845475279766, 0.6919957399368286, 5.616098880767822, 8.527922630310059, 24.049654006958008
120, 1.495227666611367, 3.9828373789787292, 0.6936041712760925, 5.590872764587402, 8.458949089050293, 24.11904525756836
121, 1.3710404697884904, 3.9395018764164136, 0.7020560503005981, 5.210497856140137, 8.240519523620605, 24.02366828918457
122, 1.3326673076507893, 4.0144177597502, 0.694832980632782, 5.61039400100708, 8.48684310913086, 23.991798400878906
123, 1.443343423782511, 4.212770516457765, 0.6809962391853333, 5.918018817901611, 8.771169662475586, 24.052959442138672
124, 1.4258867641712756, 3.9455451472945837, 0.6936041712760925, 5.789322853088379, 8.55391788482666, 24.13421058654785
125, 1.4116976565503059, 4.375379619391068, 0.6751319169998169, 5.923423767089844, 8.886709213256836, 23.89085578918457
126, 1.4556358608793705, 4.033333796521892, 0.6923753023147583, 5.530420780181885, 8.509021759033203, 23.85907554626465
127, 1.4311754995204033, 3.994927666757418, 0.6954323649406433, 5.88578987121582, 8.183673858642578, 24.541841506958008
128, 1.394090027251142, 4.078321415445079, 0.6832441091537476, 5.4309563636779785, 8.667839050292969, 23.634403228759766
129, 1.372856226373226, 4.126709732024566, 0.6847726106643677, 5.501528739929199, 8.84561824798584, 23.43549156188965
130, 1.3746824644981546, 3.9904327729473943, 0.6927549839019775, 5.451147079467773, 8.750589370727539, 23.55825424194336
131, 1.3388896445010572, 4.055366707884747, 0.6910566091537476, 5.527803421020508, 8.434962272644043, 23.820453643798828
132, 1.4040794359876754, 4.328743122194124, 0.6712756156921387, 5.614969730377197, 8.914322853088379, 23.438440322875977
133, 1.3917276795874252, 4.085710173067839, 0.692285418510437, 6.0306806564331055, 8.277243614196777, 24.469310760498047
134, 1.3513390104821388, 3.9363873160403706, 0.7055826783180237, 5.10343074798584, 8.344939231872559, 23.415952682495117
135, 1.3612507924120476, 4.271253759446352, 0.6876198649406433, 5.6250901222229, 8.55095100402832, 23.717670440673828
136, 1.3788346001442442, 4.200493765913921, 0.6754715442657471, 5.392733097076416, 8.78817367553711, 23.238231658935547
137, 1.4103467959038756, 4.126724473808123, 0.6918258666992188, 4.943484306335449, 8.634291648864746, 22.916881561279297
138, 1.414324793409794, 4.080657469189686, 0.692625105381012, 5.217151641845703, 8.673133850097656, 23.09651756286621
139, 1.3543792379663346, 4.171619461930317, 0.6793777942657471, 5.687650203704834, 8.647408485412598, 23.58730697631836
140, 1.4143324291452448, 4.1526285306267114, 0.694013774394989, 5.5390625, 8.34935474395752, 23.6627254486084
141, 1.3001387423657356, 4.258222263792287, 0.6794677376747131, 5.7011566162109375, 8.637847900390625, 23.525625228881836
142, 1.3572848832353632, 4.215017256529435, 0.6882992386817932, 5.362991809844971, 8.283807754516602, 23.46864128112793
143, 1.3766244979614908, 4.054865830618402, 0.6979399919509888, 5.400915145874023, 8.145770072937012, 23.607398986816406
144, 1.311998816246682, 4.16502264789913, 0.6857117414474487, 5.052709579467773, 8.699298858642578, 22.74609375
145, 1.2434868584287928, 4.326505692108817, 0.6748821139335632, 5.347336769104004, 8.735593795776367, 22.979970932006836
146, 1.320866641846109, 4.168722080147785, 0.6885090470314026, 5.341022968292236, 8.420056343078613, 23.27950096130371
